#NearbyGene,NearbyGeneSymbol,P-value - mRNAs,Fold change - mRNAs
ENSRNOT00000064316,Nek3,0.001438125,2.3785244999999997
NM_001169139,Ckap2,2.16e-06,7.014240400000001
NM_001037852,Spag11b,3.68e-06,6.7719551
NM_001304424,Spag11bl,2.9100000000000003e-05,2.0124118
ENSRNOT00000073971,Arhgef10,2.0300000000000002e-05,2.085036
NM_053901,Dlgap2,9.27e-06,3.0553164
NM_138893,Myo16,0.004883515,8.2283033
NM_001047978,LOC689713,3.11e-05,2.6531439
NM_001107328,Efnb2,0.00015447399999999999,2.1854947
ENSRNOT00000025462,Ctsl,6.840000000000001e-05,2.8159291
NM_001109114,Aaed1,0.000421294,2.7162704
NM_001107335,Dapk1,0.000489488,2.1216774
ENSRNOT00000042373,LOC100364680,2.49e-05,3.3610154999999997
NM_001108880,Barx1,0.000227309,12.6611433
ENSRNOT00000020914,LOC679342,9.520000000000001e-07,10.6038475
ENSRNOT00000071131,AABR06090530.1,0.006367076,2.0628832999999998
ENSRNOT00000074323,LOC100910891,6.49e-05,4.302624400000001
NM_001014008,Aspn,0.000637001,12.1730414
ENSRNOT00000073450,Cenpp,1.76e-06,10.1504349
ENSRNOT00000073450,Cenpp,1.76e-06,10.1504349
NM_001107345,Tfap2a,0.00030989900000000004,2.9272544999999996
NM_001100511,Riok1,0.00045657699999999995,2.2531451000000002
NM_001107348,Rreb1,0.003509874,3.1002161
ENSRNOT00000042805,Hist1h3e,1.9399999999999997e-05,15.1467084
ENSRNOT00000071688,Hist1h2bcl1,9.2e-05,3.1820145
ENSRNOT00000074307,Hist1h2ai,2.3899999999999998e-05,4.691922900000001
ENSRNOT00000074677,Hist1h2ac,2.7300000000000003e-05,4.6700295999999994
ENSRNOT00000074717,LOC100910554,3.48e-05,3.2392693
ENSRNOT00000075811,LOC100910200,7.730000000000001e-05,3.28725
NM_001109417,Hist1h1b,4.99e-05,12.497826
NM_001271221,Hist1h4m,3.63e-05,4.1780800000000005
NM_001108414,Hist1h2bd,0.000161762,3.2169833999999997
NM_001109423,Hist1h2ak,2.8699999999999996e-05,4.6623729
NM_001308265,Zeb1,7.020000000000001e-05,3.2360629000000003
NM_001107357,Arhgap12,0.002136813,2.294197
NM_001109900,Akr1cl,0.049860772000000005,2.2873401
ENSRNOT00000043733,AABR06092710.1,0.004765436,2.2675549
NM_001014240,Akr1c13,0.007064396,2.8179585
NM_001100576,Akr1c19,0.002742698,2.9021895
NM_001135744,Akr1c12l1,0.000744761,3.1937116000000003
NM_001170342,Akr1c12,0.000621066,3.0585332000000003
NM_001109900,Akr1cl,0.049860772000000005,2.2873401
ENSRNOT00000031504,Calml5,7.979999999999999e-05,3.2658357000000002
NM_001012054,Calml3,0.003176204,2.6152866
NM_145081,Optn,7.64e-05,2.6807974
NM_053926,Pip4k2a,8.93e-06,2.0743937
NM_031693,Syt4,0.001336891,7.27427
NM_001134696,Ctxn3,0.001947555,3.6984826
ENSRNOT00000071612,LOC100910934,0.002087934,2.5046835
ENSRNOT00000074629,LOC102549198,0.000656052,2.3832763
NM_001012353,MGC108823,0.000994809,2.3412821
NM_001024884,RGD1309362,0.00020349400000000003,2.2424199000000002
ENSRNOT00000042352,Alpk2,0.000549851,2.8357967
ENSRNOT00000007407,LOC686013,4.67e-06,6.19913
ENSRNOT00000037453,Podnl1,0.00039453199999999996,5.8120861
NM_001100922,Prkaca,0.000333658,2.5958589
ENSRNOT00000011163,LOC100359539,9.42e-07,12.479079400000002
ENSRNOT00000044037,AABR06096724.1,6.99e-06,18.3835724
ENSRNOT00000075433,LOC102547811,1.53e-06,3.7594606
ENSRNOT00000046676,AABR06096743.1,6.74e-05,12.5208342
NM_001106165,Car7,5.45e-07,7.728399400000001
ENSRNOT00000042781,AABR06097777.1,0.00017409999999999998,3.9606227
NM_024391,Hsd17b2,3.35e-07,2.4390918999999998
NM_001271269,Sdr42e1,0.000122296,3.5465482
NM_017168,Plcg2,0.008056955,2.3324759999999998
NM_001101680,Foxc2,0.007289023,3.48296
ENSRNOT00000073615,AABR06099308.1,1.17e-05,2.7420915
ENSRNOT00000073615,AABR06099308.1,1.17e-05,2.7420915
ENSRNOT00000073615,AABR06099308.1,1.17e-05,2.7420915
NM_013191,S100b,0.00027529299999999997,7.1591046
NM_001271090,Marcks,0.014691814,2.1073651
NM_001271090,Marcks,0.014691814,2.1073651
ENSRNOT00000032954,RGD1561288,9.209999999999999e-05,2.4330457
NM_012558,Fbp1,0.0006975239999999999,2.9216662
NM_053716,Fbp2,7.95e-06,6.086797799999999
ENSRNOT00000072527,Phf6,2.37e-06,3.1747758999999998
ENSRNOT00000072527,Phf6,2.37e-06,3.1747758999999998
ENSRNOT00000072527,Phf6,2.37e-06,3.1747758999999998
NM_001106059,Thoc3,3.81e-05,2.1342124
NM_012546,Drd1,2.35e-05,3.3950498999999996
NM_001271205,Sox4,0.002494501,2.0078681
ENSRNOT00000073615,AABR06099308.1,1.17e-05,2.7420915
ENSRNOT00000030511,Gpr126,0.003584711,2.0784814999999996
NM_012799,Nmbr,0.004125178,9.022710499999999
ENSRNOT00000031044,Haus5,5.4600000000000006e-05,2.4465701
ENSRNOT00000070888,AABR06004296.1,3.12e-05,2.0460761
NM_001145273,LOC688869,7.259999999999999e-07,3.2465331
NM_001173357,Dmkn,0.008211774,2.9136606
NM_001198590,Sbsn,9.32e-05,2.7949884
NM_012509,Atp4a,0.005720688000000001,2.4535067
NM_031648,Fxyd1,0.000140145,2.4251151
ENSRNOT00000031044,Haus5,5.4600000000000006e-05,2.4465701
ENSRNOT00000070888,AABR06004296.1,3.12e-05,2.0460761
NM_001145273,LOC688869,7.259999999999999e-07,3.2465331
NM_001173357,Dmkn,0.008211774,2.9136606
NM_001198590,Sbsn,9.32e-05,2.7949884
NM_012509,Atp4a,0.005720688000000001,2.4535067
NM_031648,Fxyd1,0.000140145,2.4251151
NM_001008558,Ndn,0.000105586,2.2539512000000004
NM_001008558,Ndn,0.000105586,2.2539512000000004
NM_001008558,Ndn,0.000105586,2.2539512000000004
NM_001008558,Ndn,0.000105586,2.2539512000000004
NM_001008558,Ndn,0.000105586,2.2539512000000004
NM_001008558,Ndn,0.000105586,2.2539512000000004
NM_001008558,Ndn,0.000105586,2.2539512000000004
NM_001190162,Igf2,1.06e-05,11.123897300000001
NM_001190163,Igf2,4.04e-05,10.7774087
NM_019130,Ins2,2.8999999999999997e-05,2.6300513999999997
NM_012740,Th,1.33e-07,7.553953999999999
NM_019296,Cdk1,3.47e-06,11.2776419
NM_031805,Ank3,0.000151904,2.0276886000000003
NM_001107622,Rhobtb1,0.000252435,2.3843088
NM_031048,Lifr,0.00061107,2.363166
NM_001271299,Sptssb,0.00664321,7.215742
NM_001271301,Sptssb,0.006655241,10.046524900000001
NM_001012078,Sema4a,0.00041241199999999997,2.5069145
NM_001107687,Rab25,0.007573773000000001,2.9700994
NM_001107688,Ubqln4,2.41e-06,2.4588075000000003
NM_001191568,Pmf1,0.00025417,3.4449906
ENSRNOT00000026514,Smg5,0.004935033,2.2011353
NM_013414,Bglap,0.001864231,5.4418893
NM_019297,Chrnb2,0.000239847,2.0014216
NM_001004229,Nup35,2.1300000000000001e-07,2.5529435
ENSRNOT00000067874,AABR06030862.1,0.000579314,19.4251172
ENSRNOT00000075799,LOC100911545,0.000277643,4.2798996
NM_181088,Dfnb31,0.001146171,3.2654565
NM_145765,Tnfsf15,0.006813941,2.1736817999999998
ENSRNOT00000074074,Arhgef10l,0.0053125740000000005,2.2323468999999996
ENSRNOT00000075382,Arhgef10l,9.53e-06,4.4139846
ENSRNOT00000072146,AABR06041411.1,4.19e-06,7.3015588000000005
NM_012940,Cyp1b1,1.03e-06,9.943695199999999
NM_019342,Rgs6,0.001054153,7.548665400000001
NM_001191818,Dpf3,0.0007331000000000001,3.8177452000000005
ENSRNOT00000075379,AABR06045579.1,0.002660853,3.0105803
ENSRNOT00000075284,AABR06046445.1,7.070000000000001e-05,2.6616798
NM_001100506,Cdk18,9.39e-05,3.0063584999999997
NM_001109328,Rab7b,0.001499087,4.3354496
NM_022959,Rassf9,2.8699999999999996e-05,4.5604498
NM_001012044,Lcp1,0.0047952609999999994,3.5399705000000004
NM_001130563,Mtss1,2.09e-05,3.0388528
NM_001008384,Rac2,0.001057244,3.7383081
NM_001130577,Cyth4,0.00846492,3.0992599
NM_138843,Mpst,0.0041425659999999994,3.0188806
NM_001008384,Rac2,0.001057244,3.7383081
NM_001130577,Cyth4,0.00846492,3.0992599
NM_138843,Mpst,0.0041425659999999994,3.0188806
NM_001270549,Panx1,0.00038834,9.8119235
NM_199397,Panx1,0.000141307,2.1970197
